Contestant,Est_Fan_Share,Fan_Share_Std,Valid_Simulations,Season,Week,Rule_Used
Nikki Bella,0.11685002237674579,0.098378701734291,2100,25,6,percent
Terrell Owens,0.11635372622888575,0.09556372731322406,2100,25,6,percent
Victoria Arlen,0.12221108951365804,0.09941160151449731,2100,25,6,percent
Lindsey Stirling,0.11629688261894904,0.09666268045213655,2100,25,6,percent
Nick Lachey,0.0478585121802963,0.008111582393663053,2100,25,6,percent
Drew Scott,0.1270143411551761,0.10240076186467972,2100,25,6,percent
Vanessa Lachey,0.11691167531678312,0.09613582552264995,2100,25,6,percent
Frankie Muniz,0.12773703971539013,0.10229665845476511,1868,25,7,percent
Jordan Fisher,0.13076753886139184,0.09988737661779493,1868,25,7,percent
Nikki Bella,0.080019340418568,0.0716530072297941,1868,25,7,percent
Terrell Owens,0.14886729115021047,0.10411515191352116,1868,25,7,percent
Victoria Arlen,0.13270861530294198,0.10631533987300434,1868,25,7,percent
Lindsey Stirling,0.1428142653876851,0.10618047605028255,1868,25,7,percent
Drew Scott,0.12814598358034118,0.10233625024453086,1868,25,7,percent
Vanessa Lachey,0.10893992558347212,0.09504882639173368,1868,25,7,percent
Frankie Muniz,0.19930957457609996,0.12393484225379146,1005,25,8,percent
Jordan Fisher,0.1643347886418263,0.11790025985949487,1005,25,8,percent
Terrell Owens,0.0705587707719897,0.005294732873699538,1005,25,8,percent
Victoria Arlen,0.1845940366196241,0.11287251469222802,1005,25,8,percent
Lindsey Stirling,0.19293329272007406,0.1187650479456371,1005,25,8,percent
Drew Scott,0.18826953667039065,0.11779302124317066,1005,25,8,percent
Frankie Muniz,0.21269396239184157,0.12649414057639305,755,25,9,percent
Jordan Fisher,0.21076038091555205,0.1253460131087281,755,25,9,percent
Victoria Arlen,0.08759124087591089,1.5265566588595902e-15,755,25,9,percent
Lindsey Stirling,0.22366703726978415,0.1280530299766351,755,25,9,percent
Drew Scott,0.2652873785469145,0.1219986486592751,755,25,9,percent
Jamie Anderson,0.07966536256294943,0.07836269041530299,2191,26,1,percent
Johnny Damon,0.07457000225887382,0.07535376420729266,2191,26,1,percent
Kareem Abdul-Jabbar,0.13012081360786085,0.0997130315679711,2191,26,1,percent
Arike Ogunbowale,0.10710904822978251,0.09177734592623105,2191,26,1,percent
Jennie Finch Daigle,0.10402824774107902,0.09238566079043428,2191,26,1,percent
Chris Mazdzer,0.10351117388441838,0.08967347611979327,2191,26,1,percent
Mirai Nagasu,0.10251165441311229,0.0908048448218442,2191,26,1,percent
Tonya Harding,0.09897363745751729,0.08785176077102438,2191,26,1,percent
Josh Norman,0.09981782452892739,0.09004420589747646,2191,26,1,percent
Adam Rippon,0.09969223531547632,0.08810881510217107,2191,26,1,percent
Kareem Abdul-Jabbar,0.06816200164925977,0.058213998909834856,1704,26,2,percent
Arike Ogunbowale,0.12183463608340088,0.10104149859362704,1704,26,2,percent
Jennie Finch Daigle,0.14262928277799325,0.10476839490934473,1704,26,2,percent
Chris Mazdzer,0.13804369508039593,0.1045155472368118,1704,26,2,percent
Mirai Nagasu,0.12426765293175328,0.10083722826037729,1704,26,2,percent
Tonya Harding,0.13564255293771668,0.10206601089134115,1704,26,2,percent
Josh Norman,0.13798148799351787,0.10234680298048728,1704,26,2,percent
Adam Rippon,0.1314386905459623,0.10571075438873734,1704,26,2,percent
Jennie Finch Daigle,0.148401395501672,0.10956188068040085,3892,26,3,percent
Chris Mazdzer,0.15795352056546927,0.11480173087374426,3892,26,3,percent
Mirai Nagasu,0.1615471471219506,0.11656235683767603,3892,26,3,percent
Tonya Harding,0.18737895980591263,0.12073460954660192,3892,26,3,percent
Josh Norman,0.17261118219126928,0.11625246966225442,3892,26,3,percent
Adam Rippon,0.17210779481370786,0.11833605989349032,3892,26,3,percent
Juan Pablo Di Pace,0.0768387303844443,0.07651199557001419,649,27,1,percent
Evanna Lynch,0.08343279368605958,0.07946747600179424,649,27,1,percent
Nancy McKeon,0.07347048456399716,0.07356378669918828,649,27,1,percent
John Schneider,0.08410608493392133,0.08298644568947078,649,27,1,percent
Milo Manheim,0.07520067204566698,0.07267137932673423,649,27,1,percent
Danelle Umstead,0.08184162748235772,0.07745460275269744,649,27,1,percent
Mary Lou Retton,0.08183789369811913,0.0835221940917368,649,27,1,percent
DeMarcus Ware,0.07671234373754947,0.07695599218444792,649,27,1,percent
Nikki Glaser,0.026486795808175118,0.002692685293957878,649,27,1,percent
Bobby Bones,0.07314037608769622,0.07491969254820212,649,27,1,percent
Tinashe,0.0768103525486,0.08074475146944152,649,27,1,percent
Alexis Ren,0.07474022801202507,0.07627218263922259,649,27,1,percent
Joe Amabile,0.11538161701138544,0.08720384386104116,649,27,1,percent
Juan Pablo Di Pace,0.08577478216508654,0.08456161484261467,1297,27,2,percent
Evanna Lynch,0.08558804610270765,0.08204602989891378,1297,27,2,percent
Nancy McKeon,0.08773934700297259,0.08317114628902325,1297,27,2,percent
John Schneider,0.08676232140943937,0.08367471916621047,1297,27,2,percent
Milo Manheim,0.08611337908495255,0.082295607981458,1297,27,2,percent
Danelle Umstead,0.031132757500170208,0.0043442241937421905,1297,27,2,percent
Mary Lou Retton,0.08359141149275681,0.07848795028764005,1297,27,2,percent
DeMarcus Ware,0.08566208981065186,0.08115240347698532,1297,27,2,percent
Bobby Bones,0.09283161092156525,0.08391736024975024,1297,27,2,percent
Tinashe,0.08417128459881745,0.08222087480964813,1297,27,2,percent
Alexis Ren,0.08700401885871036,0.08578382807080834,1297,27,2,percent
Joe Amabile,0.10362895105216062,0.08591916919112683,1297,27,2,percent
Juan Pablo Di Pace,0.08354684660720674,0.08105966066840546,786,27,3,percent
Evanna Lynch,0.09109710213161275,0.08864963204956715,786,27,3,percent
Nancy McKeon,0.03411011524777347,0.004293183234789229,786,27,3,percent
John Schneider,0.10700854870763907,0.0869705904472728,786,27,3,percent
Milo Manheim,0.08807312739580256,0.08229361692317658,786,27,3,percent
Mary Lou Retton,0.09719423329197284,0.08961026618531295,786,27,3,percent
DeMarcus Ware,0.09038279737603228,0.0847628491600052,786,27,3,percent
Bobby Bones,0.09230336055925857,0.08102212147275836,786,27,3,percent
Tinashe,0.09067162581014897,0.08621494911080234,786,27,3,percent
Alexis Ren,0.09425190380706097,0.0880718123299422,786,27,3,percent
Joe Amabile,0.13136033906549333,0.0945744970866049,786,27,3,percent
Juan Pablo Di Pace,0.07241045094994426,0.042456030550394465,13,27,4,percent
Evanna Lynch,0.12249747272101968,0.10181209138778441,13,27,4,percent
John Schneider,0.1059268600252207,0.03490205467795617,13,27,4,percent
Milo Manheim,0.05904974310339439,0.03930996770116286,13,27,4,percent
Mary Lou Retton,0.0658030494096068,0.08006297190455937,13,27,4,percent
DeMarcus Ware,0.1330651464779632,0.11520952962314189,13,27,4,percent
Bobby Bones,0.1453211468114598,0.11087053453239042,13,27,4,percent
Tinashe,0.03501714380999032,0.0015983066303445058,13,27,4,percent
Alexis Ren,0.07706898168895189,0.07902859104853005,13,27,4,percent
Joe Amabile,0.18384000500244915,0.0917635428090772,13,27,4,percent
Juan Pablo Di Pace,0.10458825332412458,0.09197457364365257,497,27,6,percent
Evanna Lynch,0.10520861174904643,0.09031049016464994,497,27,6,percent
John Schneider,0.16015915947360385,0.09819170372077725,497,27,6,percent
Milo Manheim,0.10221689232039714,0.09191194121396945,497,27,6,percent
Mary Lou Retton,0.04322611217875365,0.0051719106073365,497,27,6,percent
DeMarcus Ware,0.1044242732309128,0.09310116075904575,497,27,6,percent
Bobby Bones,0.13825977325589056,0.10300633527222469,497,27,6,percent
Alexis Ren,0.10411098940395037,0.09289796673198464,497,27,6,percent
Joe Amabile,0.13780593506331823,0.09966262127526496,497,27,6,percent
Juan Pablo Di Pace,0.1300865175211476,0.09958538740495129,1282,27,7,percent
Evanna Lynch,0.12776248237840154,0.10416414346029727,1282,27,7,percent
John Schneider,0.09688923693610071,0.08829268053055381,1282,27,7,percent
Milo Manheim,0.12348956507537583,0.10098121587598052,1282,27,7,percent
DeMarcus Ware,0.08699449160620862,0.0796723425762308,1282,27,7,percent
Bobby Bones,0.1425683834186486,0.1064208776895196,1282,27,7,percent
Alexis Ren,0.13200943280832436,0.1006983907758628,1282,27,7,percent
Joe Amabile,0.16019989025579348,0.10648003541673894,1282,27,7,percent
Juan Pablo Di Pace,0.1670860124871886,0.11878776255338767,2044,27,8,percent
Evanna Lynch,0.17183194217021605,0.1192877232520273,2044,27,8,percent
Milo Manheim,0.1839863146824308,0.11999028448109261,2044,27,8,percent
Bobby Bones,0.20938336195535417,0.11848282385993465,2044,27,8,percent
Alexis Ren,0.17413834418307644,0.11857448541412226,2044,27,8,percent
Joe Amabile,0.09357402452174879,0.05838553042149753,2044,27,8,percent
Kate Flannery,0.09243102850474257,0.08520418568558215,1539,28,2,rank
James Van Der Beek,0.0975869134959507,0.09068335983449576,1539,28,2,rank
Kel Mitchell,0.09258367006651778,0.0851468640340152,1539,28,2,rank
Lamar Odom,0.11151040094479016,0.09176067986940005,1539,28,2,rank
Sailor Brinkley-Cook,0.09792699408308853,0.08743661748272093,1539,28,2,rank
Sean Spicer,0.10248641655044693,0.0883890061690722,1539,28,2,rank
Mary Wilson,0.03634798826610607,0.006902599420884298,1539,28,2,rank
Lauren Alaina,0.09423436455768043,0.08611185584201768,1539,28,2,rank
Ally Brooke,0.0921678081639662,0.08476582631397742,1539,28,2,rank
Karamo Brown,0.09118480116338888,0.08612505732418707,1539,28,2,rank
Hannah Brown,0.09153961420332327,0.08723549590677043,1539,28,2,rank
Kate Flannery,0.10997779919135361,0.09274932189419025,2135,28,4,rank
James Van Der Beek,0.10670609105536137,0.09421981187221456,2135,28,4,rank
Kel Mitchell,0.10320022261093803,0.09354927569398287,2135,28,4,rank
Lamar Odom,0.04402124957205461,0.011449475651746333,2135,28,4,rank
Sailor Brinkley-Cook,0.10285900852464053,0.09187025483304588,2135,28,4,rank
Sean Spicer,0.11726919583067782,0.09329797207668965,2135,28,4,rank
Lauren Alaina,0.10210969553765938,0.09083828061349046,2135,28,4,rank
Ally Brooke,0.10323810708360279,0.09039218476841383,2135,28,4,rank
Karamo Brown,0.10792366120112802,0.09384936446653723,2135,28,4,rank
Hannah Brown,0.10269496939258209,0.09073520925624466,2135,28,4,rank
Kate Flannery,0.07884651061769515,0.07716854394842691,31,28,6,rank
James Van Der Beek,0.08316327223200107,0.07343105754901515,31,28,6,rank
Kel Mitchell,0.07375146493875538,0.07523131294516076,31,28,6,rank
Sailor Brinkley-Cook,0.03959293933456714,0.0012061233702651904,31,28,6,rank
Sean Spicer,0.2356571749193436,0.09581792351461002,31,28,6,rank
Lauren Alaina,0.08514065674505318,0.0742975082567562,31,28,6,rank
Ally Brooke,0.09616333105579665,0.05807953359158761,31,28,6,rank
Karamo Brown,0.11573808026280664,0.055681239658495474,31,28,6,rank
Hannah Brown,0.19194656989398146,0.10865087457960125,31,28,6,rank
Kate Flannery,0.1517845757580308,0.10932310394956397,1137,28,7,rank
James Van Der Beek,0.12662827344939148,0.09985303885470109,1137,28,7,rank
Kel Mitchell,0.12797854664375274,0.09880298835708565,1137,28,7,rank
Sean Spicer,0.16884000938449428,0.10836516993244373,1137,28,7,rank
Lauren Alaina,0.12363263169208703,0.10015445095032928,1137,28,7,rank
Ally Brooke,0.12488967632352803,0.10223807121217628,1137,28,7,rank
Karamo Brown,0.052684539583807595,0.009051179381443493,1137,28,7,rank
Hannah Brown,0.12356174716490806,0.09950714086102114,1137,28,7,rank
Kate Flannery,0.06175588511904996,0.0092435302174507,1158,28,8,rank
James Van Der Beek,0.14563597983287085,0.10896896645767681,1158,28,8,rank
Kel Mitchell,0.14566056228797622,0.1069791046449583,1158,28,8,rank
Sean Spicer,0.1962401531407653,0.11580027248357691,1158,28,8,rank
Lauren Alaina,0.16310141769397543,0.11038515135380648,1158,28,8,rank
Ally Brooke,0.14332126414085877,0.10698502143314492,1158,28,8,rank
Hannah Brown,0.1442847377845021,0.10824014199224227,1158,28,8,rank
James Van Der Beek,0.1709053225285851,0.11750474920193986,2803,28,9,rank
Kel Mitchell,0.1743588623462247,0.12097578298456368,2803,28,9,rank
Sean Spicer,0.09530362269774448,0.0353894594051337,2803,28,9,rank
Lauren Alaina,0.19986603274916961,0.12444057912122453,2803,28,9,rank
Ally Brooke,0.17413072970893848,0.12025012921227092,2803,28,9,rank
Hannah Brown,0.18543542996935,0.1243951549255007,2803,28,9,rank
James Van Der Beek,0.12681741880953376,0.05091035796886498,3083,28,10,rank
Kel Mitchell,0.21018488485242237,0.13236745081682735,3083,28,10,rank
Lauren Alaina,0.21504790811869862,0.13264188313290168,3083,28,10,rank
Ally Brooke,0.21006177033935156,0.13368345282871222,3083,28,10,rank
Hannah Brown,0.23788801788002345,0.133895919974328,3083,28,10,rank
Anne Heche,0.07527475934161619,0.07983890003824673,1455,29,2,rank
Jesse Metcalfe,0.07253739646180989,0.0725749559949455,1455,29,2,rank
Chrishell Stause,0.06910300803518407,0.0703900322548164,1455,29,2,rank
Skai Jackson,0.08422614533506485,0.07714892756980289,1455,29,2,rank
Justina Machado,0.07300913054436323,0.07757642605247685,1455,29,2,rank
Charles Oakley,0.02622924402605211,0.004695101477097391,1455,29,2,rank
Veron Davis,0.07131015911190312,0.07202189849406909,1455,29,2,rank
Johnny Weir,0.0760324440050261,0.07841776366948834,1455,29,2,rank
Nev Schulman,0.07121385918633372,0.07300507559843256,1455,29,2,rank
AJ McLean,0.07458182911807369,0.07894238824100828,1455,29,2,rank
Nelly,0.07234624774641837,0.07346243157984644,1455,29,2,rank
Kaitlyn Bristowe,0.07322829192791193,0.07408139383616243,1455,29,2,rank
Carole Baskin,0.07623891821548899,0.0765020522069639,1455,29,2,rank
Monica Aldama,0.08466856694476597,0.08334664244232855,1455,29,2,rank
Anne Heche,0.09234237650070436,0.086729444343599,1845,29,3,rank
Jesse Metcalfe,0.07734881972408283,0.07690683057914081,1845,29,3,rank
Chrishell Stause,0.08026175200202858,0.07874816430311044,1845,29,3,rank
Skai Jackson,0.08189876545853277,0.07867698489065572,1845,29,3,rank
Justina Machado,0.08252735038840506,0.08029818987533391,1845,29,3,rank
Veron Davis,0.07760445204079688,0.07808597060009395,1845,29,3,rank
Johnny Weir,0.08001460642585888,0.0804935442157769,1845,29,3,rank
Nev Schulman,0.07797944262570092,0.07859425194614651,1845,29,3,rank
AJ McLean,0.07611187066824224,0.07472844317384975,1845,29,3,rank
Nelly,0.0860829352294585,0.08181745709949911,1845,29,3,rank
Kaitlyn Bristowe,0.07691222554301963,0.07669593332749541,1845,29,3,rank
Carole Baskin,0.030243813333923668,0.006280228203204465,1845,29,3,rank
Monica Aldama,0.08067159005925514,0.08113936905830492,1845,29,3,rank
Anne Heche,0.03082899105182938,0.004733638987113908,1095,29,4,rank
Jesse Metcalfe,0.09321583839647464,0.08181578431028051,1095,29,4,rank
Chrishell Stause,0.08913752025827341,0.08503271802163954,1095,29,4,rank
Skai Jackson,0.0828106697318623,0.08164965134399577,1095,29,4,rank
Justina Machado,0.08780190076767326,0.08314333689190949,1095,29,4,rank
Veron Davis,0.09223379084612345,0.08373710736562345,1095,29,4,rank
Johnny Weir,0.08729110906814183,0.08436624243833962,1095,29,4,rank
Nev Schulman,0.08085566235578301,0.08100703473027267,1095,29,4,rank
AJ McLean,0.08163471179571222,0.07790852779657341,1095,29,4,rank
Nelly,0.10896111754382524,0.09023965427763786,1095,29,4,rank
Kaitlyn Bristowe,0.08067613732847077,0.08005711457795682,1095,29,4,rank
Monica Aldama,0.08455255085582483,0.08161518925508994,1095,29,4,rank
Jesse Metcalfe,0.036453490119341125,0.007242284305610868,1652,29,5,rank
Chrishell Stause,0.11450889797462138,0.09332262889832216,1652,29,5,rank
Skai Jackson,0.0972106760828209,0.08761333095869821,1652,29,5,rank
Justina Machado,0.09390964121545466,0.0877830741226944,1652,29,5,rank
Veron Davis,0.10191150991840574,0.08814094820093592,1652,29,5,rank
Johnny Weir,0.09237190804301548,0.08633184218000153,1652,29,5,rank
Nev Schulman,0.09509528964852362,0.08800949853920174,1652,29,5,rank
AJ McLean,0.09253547667732555,0.08523024519600525,1652,29,5,rank
Nelly,0.09304711676223319,0.08636723783342523,1652,29,5,rank
Kaitlyn Bristowe,0.09167220018440594,0.08617254452926829,1652,29,5,rank
Monica Aldama,0.09128379337385359,0.08339070081919879,1652,29,5,rank
Chrishell Stause,0.1045079488865605,0.09155724704178567,1640,29,6,rank
Skai Jackson,0.1229061268054762,0.09680053263981112,1640,29,6,rank
Justina Machado,0.10184314703870462,0.08840835754391814,1640,29,6,rank
Veron Davis,0.04110909355266151,0.008069758128552915,1640,29,6,rank
Johnny Weir,0.11114653312228816,0.09291967955260864,1640,29,6,rank
Nev Schulman,0.1018402556332833,0.09090910513662395,1640,29,6,rank
AJ McLean,0.10112913512280998,0.08942723577338844,1640,29,6,rank
Nelly,0.11314655955799482,0.09825942739929726,1640,29,6,rank
Kaitlyn Bristowe,0.10004047967589765,0.08797622270970391,1640,29,6,rank
Monica Aldama,0.1023307206043197,0.09165844701615146,1640,29,6,rank
Chrishell Stause,0.11663870155292412,0.09628833579485545,2225,29,7,rank
Skai Jackson,0.11416436425992445,0.09648420872177713,2225,29,7,rank
Justina Machado,0.11431497554694475,0.09641209955099843,2225,29,7,rank
Johnny Weir,0.1124978683364844,0.09445519753793659,2225,29,7,rank
Nev Schulman,0.11723433798648199,0.09722242546470962,2225,29,7,rank
AJ McLean,0.12032473785661216,0.0965441972826767,2225,29,7,rank
Nelly,0.11398563550366522,0.09840966451338222,2225,29,7,rank
Kaitlyn Bristowe,0.13893245030190238,0.10661101869359059,2225,29,7,rank
Monica Aldama,0.05190692865507393,0.014257591613250723,2225,29,7,rank
Chrishell Stause,0.05215710224683755,0.007625250069831046,1192,29,8,rank
Skai Jackson,0.1420985868705665,0.10190124280744868,1192,29,8,rank
Justina Machado,0.12501910826153032,0.10009495800115202,1192,29,8,rank
Johnny Weir,0.13019818206939546,0.10438771250402679,1192,29,8,rank
Nev Schulman,0.12390458216111505,0.10124845813722617,1192,29,8,rank
AJ McLean,0.13041682467729107,0.10185092485974345,1192,29,8,rank
Nelly,0.1688692612746085,0.11025958559240547,1192,29,8,rank
Kaitlyn Bristowe,0.12733635243865543,0.1002640447288265,1192,29,8,rank
Skai Jackson,0.14926599654847234,0.10862902446435903,1865,29,9,rank
Justina Machado,0.15494796859651863,0.10812323589417601,1865,29,9,rank
Johnny Weir,0.14557813080844997,0.10889283226341763,1865,29,9,rank
Nev Schulman,0.14833836783629595,0.11003933863109841,1865,29,9,rank
AJ McLean,0.06716445468578142,0.014588882596653923,1865,29,9,rank
Nelly,0.187374599024612,0.11841531748178025,1865,29,9,rank
Kaitlyn Bristowe,0.14733048249987066,0.11120794241982285,1865,29,9,rank
Skai Jackson,0.15369397759103734,0.11331991445255697,2720,29,10,rank
Justina Machado,0.1682447979191693,0.11609788246046746,2720,29,10,rank
Johnny Weir,0.12435974389755959,0.09307603898492285,2720,29,10,rank
Nev Schulman,0.1670368147258917,0.11745895528858126,2720,29,10,rank
Nelly,0.21892256902761298,0.12117534071007571,2720,29,10,rank
Kaitlyn Bristowe,0.16774209683873667,0.11678464417596886,2720,29,10,rank
Martin Kove,0.02464900933971973,0.004642551643221138,1681,30,2,rank
Brian Austin Green,0.07473598012479155,0.07575813528118172,1681,30,2,rank
Melora Hardin,0.06603361572555631,0.07058899378940546,1681,30,2,rank
Matt James,0.0752750759466161,0.07590028555105122,1681,30,2,rank
"Mike ""The Miz"" Mizanin",0.06830993130267125,0.07302407339259677,1681,30,2,rank
Suni Lee,0.06838940077255184,0.07123843983172552,1681,30,2,rank
Iman Shumpert,0.06855716777398223,0.07133053218665655,1681,30,2,rank
Cody Rigsby,0.06834243667845967,0.06961873955934066,1681,30,2,rank
Melanie C,0.06788180538514785,0.07333659684015081,1681,30,2,rank
Jimmie Allen,0.06983033346536154,0.07431061083219288,1681,30,2,rank
Olivia Jade,0.06845825617110396,0.07313269526721154,1681,30,2,rank
JoJo Siwa,0.06919659803646351,0.07313974539617007,1681,30,2,rank
Christine Chiu,0.07090842461487372,0.07504960646423466,1681,30,2,rank
Kenya Moore,0.06986164833387586,0.0725185249331577,1681,30,2,rank
Amanda Kloots,0.06957031632883263,0.0745633019546299,1681,30,2,rank
Brian Austin Green,0.10276783483492753,0.09001510273081652,41,30,3,rank
Melora Hardin,0.051432469642162075,0.06125682027629149,41,30,3,rank
Matt James,0.07770171065983915,0.05349857359139393,41,30,3,rank
"Mike ""The Miz"" Mizanin",0.05427720329111021,0.06197322331903642,41,30,3,rank
Suni Lee,0.07637484548891964,0.0854239991931621,41,30,3,rank
Iman Shumpert,0.10094316625407854,0.08897625870237115,41,30,3,rank
Cody Rigsby,0.13664475672504514,0.09131815240558429,41,30,3,rank
Melanie C,0.053462150382090914,0.05571116813258712,41,30,3,rank
Jimmie Allen,0.06295390735919132,0.051858001483354926,41,30,3,rank
Olivia Jade,0.07555221572682845,0.07786511819373033,41,30,3,rank
JoJo Siwa,0.0531102013937954,0.05283425172162908,41,30,3,rank
Christine Chiu,0.02294287762593381,0.0011836441276174647,41,30,3,rank
Kenya Moore,0.06616784607115085,0.06253010788557682,41,30,3,rank
Amanda Kloots,0.0656688145449268,0.08331795226289322,41,30,3,rank
Brian Austin Green,0.05838845572013053,0.0639215011328816,3229,30,4,rank
Melora Hardin,0.07899232994390269,0.07860914635744137,3229,30,4,rank
Matt James,0.06374810519480203,0.07018692992932925,3229,30,4,rank
"Mike ""The Miz"" Mizanin",0.0796716306297773,0.07912672469131095,3229,30,4,rank
Suni Lee,0.08055909898063728,0.07994646829749709,3229,30,4,rank
Iman Shumpert,0.0797188148429006,0.07951888284953977,3229,30,4,rank
Cody Rigsby,0.08603774819689373,0.08171623793979665,3229,30,4,rank
Melanie C,0.07815657557277875,0.07775241503019327,3229,30,4,rank
Jimmie Allen,0.07634496430019565,0.07590504090106284,3229,30,4,rank
Olivia Jade,0.07846167083891997,0.07820103750107403,3229,30,4,rank
JoJo Siwa,0.08005559739659455,0.07930327780692126,3229,30,4,rank
Kenya Moore,0.083603942321336,0.08271494885496461,3229,30,4,rank
Amanda Kloots,0.07626106606113689,0.07626915750033501,3229,30,4,rank
Melora Hardin,0.0900434301512984,0.08433712996816112,430,30,5,rank
"Mike ""The Miz"" Mizanin",0.09962567782345291,0.08260769106479737,430,30,5,rank
Suni Lee,0.08744742779212984,0.08634861751202712,430,30,5,rank
Iman Shumpert,0.13082568404641307,0.09395301813596285,430,30,5,rank
Cody Rigsby,0.11306591087331755,0.08858992824195572,430,30,5,rank
Melanie C,0.032284801558406975,0.0030860956977572314,430,30,5,rank
Jimmie Allen,0.09969229683631915,0.0897495188843319,430,30,5,rank
Olivia Jade,0.09071375965982635,0.08684542891610503,430,30,5,rank
JoJo Siwa,0.08377263080926547,0.08064818957065223,430,30,5,rank
Kenya Moore,0.09252808597019713,0.09053658698677684,430,30,5,rank
Amanda Kloots,0.08000029447937303,0.07549040193517122,430,30,5,rank
Melora Hardin,0.10580935824948316,0.08948155552571598,2130,30,6,rank
"Mike ""The Miz"" Mizanin",0.11645787655527214,0.0925834212317489,2130,30,6,rank
Suni Lee,0.1100590082517412,0.09510203595714387,2130,30,6,rank
Iman Shumpert,0.10323753476919839,0.09162291575570031,2130,30,6,rank
Cody Rigsby,0.10605418174948615,0.09415727839477528,2130,30,6,rank
Jimmie Allen,0.10403071456785655,0.09528341673729737,2130,30,6,rank
Olivia Jade,0.10526589969296837,0.09280984306593372,2130,30,6,rank
JoJo Siwa,0.10321724412318602,0.09156479463220636,2130,30,6,rank
Kenya Moore,0.044405029281501134,0.010792812426907623,2130,30,6,rank
Amanda Kloots,0.10146315275930494,0.08929131411667038,2130,30,6,rank
Melora Hardin,0.1172947757981781,0.09928266357468456,2273,30,7,rank
"Mike ""The Miz"" Mizanin",0.051390634919292945,0.014190113779567979,2273,30,7,rank
Suni Lee,0.11852606022247325,0.09793281770585899,2273,30,7,rank
Iman Shumpert,0.1248134976222566,0.10106363997581547,2273,30,7,rank
Cody Rigsby,0.11550542676637962,0.09723047397410352,2273,30,7,rank
Jimmie Allen,0.11244449515826813,0.0957780949567572,2273,30,7,rank
Olivia Jade,0.11284797037709556,0.09522369741307755,2273,30,7,rank
JoJo Siwa,0.11284463791123185,0.09431447169399088,2273,30,7,rank
Amanda Kloots,0.13433250122483734,0.10207494378951634,2273,30,7,rank
Melora Hardin,0.12822573029589565,0.1025749064147426,3284,30,8,rank
Suni Lee,0.12775129738793814,0.10294831584343683,3284,30,8,rank
Iman Shumpert,0.14912932158094852,0.10766132957487175,3284,30,8,rank
Cody Rigsby,0.13120290683188718,0.10276900161688764,3284,30,8,rank
Jimmie Allen,0.09759259644579538,0.08411086121027868,3284,30,8,rank
Olivia Jade,0.11118002414712787,0.09451119422778191,3284,30,8,rank
JoJo Siwa,0.1283252318278992,0.10434940970296924,3284,30,8,rank
Amanda Kloots,0.12659289148250896,0.1000803494555356,3284,30,8,rank
Melora Hardin,0.10768971899714337,0.07828286150555648,2264,30,9,rank
Suni Lee,0.1607172904497504,0.11663644322135061,2264,30,9,rank
Iman Shumpert,0.1801218720703851,0.11861474213286405,2264,30,9,rank
Cody Rigsby,0.2135104925362418,0.11875766084954369,2264,30,9,rank
JoJo Siwa,0.16333141030263854,0.11385066855186421,2264,30,9,rank
Amanda Kloots,0.17462921564385622,0.1223272430701716,2264,30,9,rank
Jason Lewis,0.023626044274558344,0.003953362249046194,1406,31,1,rank
Cheryl Ladd,0.07165961935840635,0.07587264456000142,1406,31,1,rank
Joseph Baena,0.06804261377620668,0.07239923317807392,1406,31,1,rank
Trevor Donovan,0.06608951841170554,0.07198566407786856,1406,31,1,rank
Daniel Durant,0.06968239172454424,0.07335136102160077,1406,31,1,rank
Wayne Brady,0.07045775002376252,0.07584340476387699,1406,31,1,rank
Sam Champion,0.07088316305639726,0.07317626797032961,1406,31,1,rank
Jessie James Decker,0.07347593248246936,0.07503270339378341,1406,31,1,rank
Jordin Sparks,0.06306485678484938,0.066241955183786,1406,31,1,rank
Heidi D'Amelio,0.06526161716960728,0.0705969984638025,1406,31,1,rank
Charli D'Amelio,0.06997498210752155,0.07417410018424041,1406,31,1,rank
Teresa Giudice,0.0736886952074887,0.07179345596781672,1406,31,1,rank
Vinny Guadagnino,0.07953562906699241,0.07708331956964543,1406,31,1,rank
Shangela,0.06914274833436684,0.07416116123923659,1406,31,1,rank
Gabby Windey,0.06541443822112984,0.0698006206523735,1406,31,1,rank
Cheryl Ladd,0.08427353605503286,0.08096259981162517,1502,31,2,rank
Joseph Baena,0.08175284698402105,0.08011545504440022,1502,31,2,rank
Trevor Donovan,0.07279343278445843,0.07360230659417134,1502,31,2,rank
Daniel Durant,0.07323250780843861,0.07555231437550468,1502,31,2,rank
Wayne Brady,0.07357991224813455,0.07496832896189985,1502,31,2,rank
Sam Champion,0.07544194929326005,0.07699177822665401,1502,31,2,rank
Jessie James Decker,0.07525724103493572,0.07592763718485805,1502,31,2,rank
Jordin Sparks,0.07585535871280136,0.07971381615779295,1502,31,2,rank
Heidi D'Amelio,0.07655683201270375,0.077118221892461,1502,31,2,rank
Charli D'Amelio,0.07089247231890226,0.07223801355010621,1502,31,2,rank
Teresa Giudice,0.02600302844132067,0.004511162764660189,1502,31,2,rank
Vinny Guadagnino,0.07185838771095808,0.07373862965010355,1502,31,2,rank
Shangela,0.07308330013235294,0.07588194699256437,1502,31,2,rank
Gabby Windey,0.06941919446269228,0.0711234715591427,1502,31,2,rank
Cheryl Ladd,0.028982793570215694,0.005101139179271345,1464,31,3,rank
Joseph Baena,0.07978933596610469,0.0806325399063222,1464,31,3,rank
