celebrity_name,season,week,average_score
Mary Lou Retton,27,8,0.0
Nancy McKeon,27,8,0.0
Nikki Glaser,27,8,0.0
Tinashe,27,8,0.0
Evanna Lynch,27,9,10.0
Milo Manheim,27,9,10.0
Alexis Ren,27,9,9.5
Bobby Bones,27,9,9.0
Danelle Umstead,27,9,0.0
DeMarcus Ware,27,9,0.0
Joe Amabile,27,9,0.0
John Schneider,27,9,0.0
Juan Pablo Di Pace,27,9,0.0
Mary Lou Retton,27,9,0.0
Nancy McKeon,27,9,0.0
Nikki Glaser,27,9,0.0
Tinashe,27,9,0.0
James Van Der Beek,28,1,7.0
Hannah Brown,28,1,6.666666666666667
Lauren Alaina,28,1,6.333333333333333
Sailor Brinkley-Cook,28,1,6.0
Karamo Brown,28,1,5.666666666666667
Mary Wilson,28,1,5.666666666666667
Ally Brooke,28,1,5.333333333333333
Kel Mitchell,28,1,5.333333333333333
Kate Flannery,28,1,5.0
Ray Lewis,28,1,5.0
Sean Spicer,28,1,4.0
Lamar Odom,28,1,3.6666666666666665
Ally Brooke,28,10,9.833333333333334
Kel Mitchell,28,10,9.5
Hannah Brown,28,10,9.0
Lauren Alaina,28,10,9.0
James Van Der Beek,28,10,8.5
Karamo Brown,28,10,0.0
Kate Flannery,28,10,0.0
Lamar Odom,28,10,0.0
Mary Wilson,28,10,0.0
Ray Lewis,28,10,0.0
Sailor Brinkley-Cook,28,10,0.0
Sean Spicer,28,10,0.0
Ally Brooke,28,11,10.0
Kel Mitchell,28,11,9.833333333333334
Hannah Brown,28,11,9.666666666666666
Lauren Alaina,28,11,9.5
James Van Der Beek,28,11,0.0
Karamo Brown,28,11,0.0
Kate Flannery,28,11,0.0
Lamar Odom,28,11,0.0
Mary Wilson,28,11,0.0
Ray Lewis,28,11,0.0
Sailor Brinkley-Cook,28,11,0.0
Sean Spicer,28,11,0.0
Hannah Brown,28,2,8.0
Kate Flannery,28,2,7.0
Ally Brooke,28,2,6.666666666666667
James Van Der Beek,28,2,6.666666666666667
Kel Mitchell,28,2,6.666666666666667
Karamo Brown,28,2,6.333333333333333
Lauren Alaina,28,2,6.333333333333333
Sailor Brinkley-Cook,28,2,6.0
Sean Spicer,28,2,5.333333333333333
Mary Wilson,28,2,5.0
Ray Lewis,28,2,5.0
Lamar Odom,28,2,4.0
Ally Brooke,28,3,8.0
Kate Flannery,28,3,8.0
James Van Der Beek,28,3,7.666666666666667
Sailor Brinkley-Cook,28,3,7.666666666666667
Hannah Brown,28,3,7.0
Kel Mitchell,28,3,6.666666666666667
Lauren Alaina,28,3,6.666666666666667
Karamo Brown,28,3,5.333333333333333
Sean Spicer,28,3,5.0
Lamar Odom,28,3,4.0
Mary Wilson,28,3,0.0
Ray Lewis,28,3,0.0
Ally Brooke,28,4,8.0
Hannah Brown,28,4,8.0
Kel Mitchell,28,4,8.0
Lauren Alaina,28,4,8.0
Sailor Brinkley-Cook,28,4,7.75
James Van Der Beek,28,4,7.0
Karamo Brown,28,4,7.0
Kate Flannery,28,4,6.5
Sean Spicer,28,4,5.25
Lamar Odom,28,4,5.0
Mary Wilson,28,4,0.0
Ray Lewis,28,4,0.0
Ally Brooke,28,5,9.0
James Van Der Beek,28,5,8.666666666666666
Kel Mitchell,28,5,8.666666666666666
Hannah Brown,28,5,8.333333333333334
Kate Flannery,28,5,8.0
Sailor Brinkley-Cook,28,5,8.0
Lauren Alaina,28,5,7.666666666666667
Karamo Brown,28,5,7.0
Sean Spicer,28,5,6.333333333333333
Lamar Odom,28,5,0.0
Mary Wilson,28,5,0.0
Ray Lewis,28,5,0.0
James Van Der Beek,28,6,9.0
Kate Flannery,28,6,9.0
Sailor Brinkley-Cook,28,6,9.0
Kel Mitchell,28,6,8.666666666666666
Lauren Alaina,28,6,8.666666666666666
Ally Brooke,28,6,8.333333333333334
Karamo Brown,28,6,8.333333333333334
Hannah Brown,28,6,8.0
Sean Spicer,28,6,7.0
Lamar Odom,28,6,0.0
Mary Wilson,28,6,0.0
Ray Lewis,28,6,0.0
Ally Brooke,28,7,9.0
James Van Der Beek,28,7,9.0
Lauren Alaina,28,7,9.0
Hannah Brown,28,7,8.666666666666666
Kel Mitchell,28,7,8.5
Karamo Brown,28,7,8.166666666666666
Kate Flannery,28,7,8.0
Sean Spicer,28,7,7.0
Lamar Odom,28,7,0.0
Mary Wilson,28,7,0.0
Ray Lewis,28,7,0.0
Sailor Brinkley-Cook,28,7,0.0
James Van Der Beek,28,8,10.6666
Hannah Brown,28,8,10.333266666666667
Ally Brooke,28,8,10.0
Kel Mitchell,28,8,9.999933333333333
Kate Flannery,28,8,8.6666
Lauren Alaina,28,8,8.0
Sean Spicer,28,8,6.666666666666667
Karamo Brown,28,8,0.0
Lamar Odom,28,8,0.0
Mary Wilson,28,8,0.0
Ray Lewis,28,8,0.0
Sailor Brinkley-Cook,28,8,0.0
Ally Brooke,28,9,10.0
Kel Mitchell,28,9,9.25
James Van Der Beek,28,9,9.0
Hannah Brown,28,9,8.875
Lauren Alaina,28,9,8.75
Sean Spicer,28,9,6.25
Karamo Brown,28,9,0.0
Kate Flannery,28,9,0.0
Lamar Odom,28,9,0.0
Mary Wilson,28,9,0.0
Ray Lewis,28,9,0.0
Sailor Brinkley-Cook,28,9,0.0
Justina Machado,29,1,7.0
Skai Jackson,29,1,7.0
Kaitlyn Bristowe,29,1,6.666666666666667
Nev Schulman,29,1,6.666666666666667
Monica Aldama,29,1,6.333333333333333
AJ McLean,29,1,6.0
Anne Heche,29,1,6.0
Jeannie Mai,29,1,6.0
Jesse Metcalfe,29,1,6.0
Johnny Weir,29,1,6.0
Veron Davis,29,1,5.666666666666667
Nelly,29,1,5.333333333333333
Chrishell Stause,29,1,4.333333333333333
Charles Oakley,29,1,4.0
Carole Baskin,29,1,3.6666666666666665
Kaitlyn Bristowe,29,10,10.0
Nev Schulman,29,10,10.0
Justina Machado,29,10,9.666666666666666
Johnny Weir,29,10,9.5
Skai Jackson,29,10,9.5
Nelly,29,10,9.333333333333334
AJ McLean,29,10,0.0
Anne Heche,29,10,0.0
Carole Baskin,29,10,0.0
Charles Oakley,29,10,0.0
Chrishell Stause,29,10,0.0
Jeannie Mai,29,10,0.0
Jesse Metcalfe,29,10,0.0
Monica Aldama,29,10,0.0
Veron Davis,29,10,0.0
Justina Machado,29,11,10.0
Kaitlyn Bristowe,29,11,10.0
Nev Schulman,29,11,10.0
Nelly,29,11,9.5
AJ McLean,29,11,0.0
Anne Heche,29,11,0.0
Carole Baskin,29,11,0.0
Charles Oakley,29,11,0.0
Chrishell Stause,29,11,0.0
Jeannie Mai,29,11,0.0
Jesse Metcalfe,29,11,0.0
Johnny Weir,29,11,0.0
Monica Aldama,29,11,0.0
Skai Jackson,29,11,0.0
Veron Davis,29,11,0.0
Kaitlyn Bristowe,29,2,7.333333333333333
Justina Machado,29,2,7.0
Nev Schulman,29,2,7.0
Jesse Metcalfe,29,2,6.666666666666667
AJ McLean,29,2,6.333333333333333
Anne Heche,29,2,6.0
Chrishell Stause,29,2,6.0
Jeannie Mai,29,2,6.0
Johnny Weir,29,2,6.0
Nelly,29,2,6.0
Veron Davis,29,2,6.0
Carole Baskin,29,2,5.333333333333333
Monica Aldama,29,2,5.333333333333333
Charles Oakley,29,2,5.0
Skai Jackson,29,2,5.0
Johnny Weir,29,3,8.0
Nev Schulman,29,3,8.0
Kaitlyn Bristowe,29,3,7.666666666666667
Chrishell Stause,29,3,7.333333333333333
Jeannie Mai,29,3,7.333333333333333
Veron Davis,29,3,7.333333333333333
AJ McLean,29,3,7.0
Monica Aldama,29,3,7.0
Jesse Metcalfe,29,3,6.666666666666667
Justina Machado,29,3,6.333333333333333
Nelly,29,3,6.0
Skai Jackson,29,3,6.0
Anne Heche,29,3,5.0
Carole Baskin,29,3,4.0
Charles Oakley,29,3,0.0
Skai Jackson,29,4,9.333333333333334
Kaitlyn Bristowe,29,4,8.333333333333334
AJ McLean,29,4,8.0
Johnny Weir,29,4,8.0
Justina Machado,29,4,8.0
Monica Aldama,29,4,8.0
Nev Schulman,29,4,8.0
Chrishell Stause,29,4,7.333333333333333
Veron Davis,29,4,7.333333333333333
Anne Heche,29,4,7.0
Jeannie Mai,29,4,7.0
Jesse Metcalfe,29,4,7.0
Nelly,29,4,7.0
Carole Baskin,29,4,0.0
Charles Oakley,29,4,0.0
Johnny Weir,29,5,9.666666666666666
Kaitlyn Bristowe,29,5,9.0
Monica Aldama,29,5,8.666666666666666
Nev Schulman,29,5,8.666666666666666
AJ McLean,29,5,8.0
Jeannie Mai,29,5,8.0
Justina Machado,29,5,8.0
Nelly,29,5,8.0
Skai Jackson,29,5,8.0
Veron Davis,29,5,7.0
Chrishell Stause,29,5,6.333333333333333
Jesse Metcalfe,29,5,6.333333333333333
Anne Heche,29,5,0.0
Carole Baskin,29,5,0.0
Charles Oakley,29,5,0.0
AJ McLean,29,6,9.0
Justina Machado,29,6,9.0
Kaitlyn Bristowe,29,6,9.0
Monica Aldama,29,6,9.0
Nev Schulman,29,6,8.666666666666666
Jeannie Mai,29,6,8.333333333333334
Chrishell Stause,29,6,8.0
Nelly,29,6,8.0
Johnny Weir,29,6,7.333333333333333
Veron Davis,29,6,7.0
Skai Jackson,29,6,6.0
Anne Heche,29,6,0.0
Carole Baskin,29,6,0.0
Charles Oakley,29,6,0.0
Jesse Metcalfe,29,6,0.0
Nev Schulman,29,7,10.0
Johnny Weir,29,7,9.0
Nelly,29,7,9.0
Skai Jackson,29,7,9.0
AJ McLean,29,7,8.666666666666666
Chrishell Stause,29,7,8.666666666666666
Justina Machado,29,7,8.666666666666666
Jeannie Mai,29,7,8.333333333333334
Kaitlyn Bristowe,29,7,8.0
Monica Aldama,29,7,7.333333333333333
Anne Heche,29,7,0.0
Carole Baskin,29,7,0.0
Charles Oakley,29,7,0.0
Jesse Metcalfe,29,7,0.0
Veron Davis,29,7,0.0
Johnny Weir,29,8,10.0
Nev Schulman,29,8,10.0
Justina Machado,29,8,9.6666
Kaitlyn Bristowe,29,8,9.333333333333334
AJ McLean,29,8,9.0
Chrishell Stause,29,8,9.0
Skai Jackson,29,8,8.999933333333333
Nelly,29,8,8.0
Anne Heche,29,8,0.0
Carole Baskin,29,8,0.0
Charles Oakley,29,8,0.0
Jeannie Mai,29,8,0.0
Jesse Metcalfe,29,8,0.0
Monica Aldama,29,8,0.0
Veron Davis,29,8,0.0
Johnny Weir,29,9,10.0
Kaitlyn Bristowe,29,9,10.0
Nev Schulman,29,9,9.6666
Skai Jackson,29,9,9.6666
Justina Machado,29,9,8.6666
AJ McLean,29,9,8.333266666666667
Nelly,29,9,8.0
Anne Heche,29,9,0.0
Carole Baskin,29,9,0.0
Charles Oakley,29,9,0.0
Chrishell Stause,29,9,0.0
Jeannie Mai,29,9,0.0
Jesse Metcalfe,29,9,0.0
Monica Aldama,29,9,0.0
Veron Davis,29,9,0.0
JoJo Siwa,30,1,7.25
Amanda Kloots,30,1,7.0
Suni Lee,30,1,7.0
Melanie C,30,1,6.75
Kenya Moore,30,1,6.5
Melora Hardin,30,1,6.5
Christine Chiu,30,1,6.25
Olivia Jade,30,1,6.25
Brian Austin Green,30,1,6.0
Cody Rigsby,30,1,6.0
Matt James,30,1,6.0
"Mike ""The Miz"" Mizanin",30,1,6.0
Jimmie Allen,30,1,5.5
Iman Shumpert,30,1,5.25
Martin Kove,30,1,3.25
Iman Shumpert,30,10,10.0
JoJo Siwa,30,10,10.0
Amanda Kloots,30,10,9.75
Cody Rigsby,30,10,9.5
Brian Austin Green,30,10,0.0
Christine Chiu,30,10,0.0
Jimmie Allen,30,10,0.0
Kenya Moore,30,10,0.0
Martin Kove,30,10,0.0
Matt James,30,10,0.0
Melanie C,30,10,0.0
Melora Hardin,30,10,0.0
"Mike ""The Miz"" Mizanin",30,10,0.0
Olivia Jade,30,10,0.0
Suni Lee,30,10,0.0
Amanda Kloots,30,2,8.0
JoJo Siwa,30,2,7.75
Melanie C,30,2,7.5
Suni Lee,30,2,7.0
Jimmie Allen,30,2,6.75
Melora Hardin,30,2,6.75
Olivia Jade,30,2,6.75
"Mike ""The Miz"" Mizanin",30,2,6.5
Iman Shumpert,30,2,6.25
Christine Chiu,30,2,6.0
Cody Rigsby,30,2,6.0
Kenya Moore,30,2,6.0
Brian Austin Green,30,2,5.75
Matt James,30,2,5.5
Martin Kove,30,2,3.75
Amanda Kloots,30,3,8.0
JoJo Siwa,30,3,8.0
Olivia Jade,30,3,8.0
Melora Hardin,30,3,7.666666666666667
Melanie C,30,3,7.333333333333333
"Mike ""The Miz"" Mizanin",30,3,7.333333333333333
Christine Chiu,30,3,7.0
Kenya Moore,30,3,7.0
Suni Lee,30,3,7.0
Jimmie Allen,30,3,6.666666666666667
Matt James,30,3,6.666666666666667
Brian Austin Green,30,3,6.333333333333333
Iman Shumpert,30,3,6.333333333333333
Cody Rigsby,30,3,6.0
Martin Kove,30,3,0.0
Melora Hardin,30,4,9.125
JoJo Siwa,30,4,8.75
Olivia Jade,30,4,8.75
Amanda Kloots,30,4,8.5
Suni Lee,30,4,8.5
Melanie C,30,4,8.25
Jimmie Allen,30,4,8.125
"Mike ""The Miz"" Mizanin",30,4,8.125
Iman Shumpert,30,4,7.875
Kenya Moore,30,4,7.375
Cody Rigsby,30,4,7.25
Matt James,30,4,7.125
Brian Austin Green,30,4,6.5
Christine Chiu,30,4,0.0
Martin Kove,30,4,0.0
JoJo Siwa,30,5,10.0
Amanda Kloots,30,5,9.75
Kenya Moore,30,5,9.0
Melanie C,30,5,9.0
Melora Hardin,30,5,9.0
Olivia Jade,30,5,9.0
Suni Lee,30,5,9.0
Jimmie Allen,30,5,8.5
Cody Rigsby,30,5,8.0
"Mike ""The Miz"" Mizanin",30,5,8.0
Iman Shumpert,30,5,7.0
Brian Austin Green,30,5,0.0
Christine Chiu,30,5,0.0
Martin Kove,30,5,0.0
Matt James,30,5,0.0
Iman Shumpert,30,6,10.0
JoJo Siwa,30,6,10.0
Amanda Kloots,30,6,9.5
Jimmie Allen,30,6,9.5
Cody Rigsby,30,6,9.0
Olivia Jade,30,6,9.0
Suni Lee,30,6,9.0
Melora Hardin,30,6,8.5
"Mike ""The Miz"" Mizanin",30,6,8.5
Kenya Moore,30,6,8.0
Brian Austin Green,30,6,0.0
Christine Chiu,30,6,0.0
Martin Kove,30,6,0.0
Matt James,30,6,0.0
Melanie C,30,6,0.0
Olivia Jade,30,7,10.5
JoJo Siwa,30,7,9.75
Jimmie Allen,30,7,9.5
Melora Hardin,30,7,9.5
Cody Rigsby,30,7,9.0
Amanda Kloots,30,7,8.5
Iman Shumpert,30,7,8.5
Suni Lee,30,7,8.5
"Mike ""The Miz"" Mizanin",30,7,8.0
Brian Austin Green,30,7,0.0
Christine Chiu,30,7,0.0
Kenya Moore,30,7,0.0
Martin Kove,30,7,0.0
Matt James,30,7,0.0
Melanie C,30,7,0.0
Amanda Kloots,30,8,10.5
Melora Hardin,30,8,10.5
Suni Lee,30,8,10.5
JoJo Siwa,30,8,10.25
Cody Rigsby,30,8,9.5
Olivia Jade,30,8,9.0
Iman Shumpert,30,8,8.75
Jimmie Allen,30,8,8.0
Brian Austin Green,30,8,0.0
Christine Chiu,30,8,0.0
Kenya Moore,30,8,0.0
Martin Kove,30,8,0.0
Matt James,30,8,0.0
Melanie C,30,8,0.0
"Mike ""The Miz"" Mizanin",30,8,0.0
JoJo Siwa,30,9,10.0
Amanda Kloots,30,9,9.875
Iman Shumpert,30,9,9.375
Suni Lee,30,9,9.375
Melora Hardin,30,9,9.0
Cody Rigsby,30,9,8.875
Brian Austin Green,30,9,0.0
Christine Chiu,30,9,0.0
Jimmie Allen,30,9,0.0
Kenya Moore,30,9,0.0
Martin Kove,30,9,0.0
Matt James,30,9,0.0
Melanie C,30,9,0.0
"Mike ""The Miz"" Mizanin",30,9,0.0
Olivia Jade,30,9,0.0
Charli D'Amelio,31,1,8.0
Wayne Brady,31,1,7.25
Gabby Windey,31,1,7.0
Selma Blair,31,1,7.0
Shangela,31,1,7.0
Daniel Durant,31,1,6.75
Jordin Sparks,31,1,6.5
Heidi D'Amelio,31,1,6.0
Joseph Baena,31,1,5.75
Cheryl Ladd,31,1,5.25
Trevor Donovan,31,1,5.25
Jessie James Decker,31,1,5.0
Sam Champion,31,1,5.0
Teresa Giudice,31,1,5.0
Jason Lewis,31,1,4.5
Vinny Guadagnino,31,1,4.25
Charli D'Amelio,31,10,10.0
Gabby Windey,31,10,10.0
Shangela,31,10,9.5
Wayne Brady,31,10,9.5
Cheryl Ladd,31,10,0.0
Daniel Durant,31,10,0.0
Heidi D'Amelio,31,10,0.0
Jason Lewis,31,10,0.0
Jessie James Decker,31,10,0.0
Jordin Sparks,31,10,0.0
Joseph Baena,31,10,0.0
Sam Champion,31,10,0.0
Selma Blair,31,10,0.0
Teresa Giudice,31,10,0.0
Trevor Donovan,31,10,0.0
Vinny Guadagnino,31,10,0.0
Charli D'Amelio,31,2,8.0
Gabby Windey,31,2,8.0
Wayne Brady,31,2,8.0
Trevor Donovan,31,2,7.5
Daniel Durant,31,2,7.25
Heidi D'Amelio,31,2,7.0
Selma Blair,31,2,7.0
Shangela,31,2,7.0
Jordin Sparks,31,2,6.75
Vinny Guadagnino,31,2,6.75
Sam Champion,31,2,6.5
Jessie James Decker,31,2,6.25
Joseph Baena,31,2,6.0
Teresa Giudice,31,2,5.75
Cheryl Ladd,31,2,5.25
Jason Lewis,31,2,0.0
Charli D'Amelio,31,3,8.25
Gabby Windey,31,3,8.25
Wayne Brady,31,3,8.25
Heidi D'Amelio,31,3,8.0
Daniel Durant,31,3,7.75
Shangela,31,3,7.5
Jordin Sparks,31,3,7.25
Joseph Baena,31,3,7.25
Selma Blair,31,3,7.0
Trevor Donovan,31,3,6.75
Jessie James Decker,31,3,6.5
Sam Champion,31,3,6.25
Cheryl Ladd,31,3,6.0
Vinny Guadagnino,31,3,5.75
Jason Lewis,31,3,0.0
Teresa Giudice,31,3,0.0
Charli D'Amelio,31,4,9.0
Gabby Windey,31,4,9.0
Wayne Brady,31,4,9.0
Heidi D'Amelio,31,4,8.5
Jordin Sparks,31,4,8.5
Selma Blair,31,4,8.0
Shangela,31,4,8.0
Jessie James Decker,31,4,7.75
Daniel Durant,31,4,7.25
Vinny Guadagnino,31,4,7.25
Joseph Baena,31,4,7.0
Trevor Donovan,31,4,7.0
Sam Champion,31,4,6.25
Cheryl Ladd,31,4,0.0
Jason Lewis,31,4,0.0
Teresa Giudice,31,4,0.0
Charli D'Amelio,31,5,10.5
Gabby Windey,31,5,10.25
Wayne Brady,31,5,10.25
Selma Blair,31,5,10.0
Heidi D'Amelio,31,5,9.75
Shangela,31,5,9.625
Jessie James Decker,31,5,9.0
Trevor Donovan,31,5,9.0
Jordin Sparks,31,5,8.875
Joseph Baena,31,5,8.75
Daniel Durant,31,5,8.375
Vinny Guadagnino,31,5,7.75
Cheryl Ladd,31,5,0.0
Jason Lewis,31,5,0.0
Sam Champion,31,5,0.0
Teresa Giudice,31,5,0.0
Charli D'Amelio,31,6,10.0
Gabby Windey,31,6,9.25
Heidi D'Amelio,31,6,9.0
Shangela,31,6,9.0
Daniel Durant,31,6,8.5
Jordin Sparks,31,6,8.5
Trevor Donovan,31,6,8.5
Wayne Brady,31,6,8.5
Jessie James Decker,31,6,8.0
Vinny Guadagnino,31,6,7.0
Cheryl Ladd,31,6,0.0
Jason Lewis,31,6,0.0
Joseph Baena,31,6,0.0
Sam Champion,31,6,0.0
Selma Blair,31,6,0.0
Teresa Giudice,31,6,0.0
Charli D'Amelio,31,7,9.75
Trevor Donovan,31,7,9.75
Wayne Brady,31,7,9.5
Daniel Durant,31,7,9.125
Shangela,31,7,9.125
Gabby Windey,31,7,8.875
Heidi D'Amelio,31,7,8.75
Jordin Sparks,31,7,8.625
Vinny Guadagnino,31,7,7.875
Cheryl Ladd,31,7,0.0
Jason Lewis,31,7,0.0
Jessie James Decker,31,7,0.0
Joseph Baena,31,7,0.0
Sam Champion,31,7,0.0
Selma Blair,31,7,0.0
Teresa Giudice,31,7,0.0
Charli D'Amelio,31,8,11.25
Wayne Brady,31,8,11.25
Shangela,31,8,10.5
Gabby Windey,31,8,10.0
Daniel Durant,31,8,9.75
Trevor Donovan,31,8,9.75
Heidi D'Amelio,31,8,8.75
Vinny Guadagnino,31,8,7.25
Cheryl Ladd,31,8,0.0
Jason Lewis,31,8,0.0
Jessie James Decker,31,8,0.0
Jordin Sparks,31,8,0.0
Joseph Baena,31,8,0.0
Sam Champion,31,8,0.0
Selma Blair,31,8,0.0
Teresa Giudice,31,8,0.0
Charli D'Amelio,31,9,10.0
Gabby Windey,31,9,10.0
Shangela,31,9,9.125
Wayne Brady,31,9,9.125
Daniel Durant,31,9,8.625
Trevor Donovan,31,9,8.125
Cheryl Ladd,31,9,0.0
Heidi D'Amelio,31,9,0.0
Jason Lewis,31,9,0.0
Jessie James Decker,31,9,0.0
Jordin Sparks,31,9,0.0
Joseph Baena,31,9,0.0
Sam Champion,31,9,0.0
Selma Blair,31,9,0.0
Teresa Giudice,31,9,0.0
Vinny Guadagnino,31,9,0.0
Charity Lawson,32,1,7.333333333333333
Ariana Madix,32,1,7.0
Jason Mraz,32,1,7.0
Lele Pons,32,1,6.333333333333333
Adrian Peterson,32,1,6.0
Xochitl Gomez,32,1,6.0
Mira Sorvino,32,1,5.666666666666667
Barry Williams,32,1,5.333333333333333
Jamie Lynn Spears,32,1,5.0
Mauricio Umansky,32,1,5.0
Alyson Hannigan,32,1,4.333333333333333
Harry Jowsey,32,1,4.0
Matt Walsh,32,1,4.0
Tyson Beckford,32,1,4.0
Xochitl Gomez,32,10,10.0
Charity Lawson,32,10,9.833333333333334
Ariana Madix,32,10,9.666666666666666
Jason Mraz,32,10,9.5
Alyson Hannigan,32,10,8.5
Adrian Peterson,32,10,0.0
Barry Williams,32,10,0.0
Harry Jowsey,32,10,0.0
Jamie Lynn Spears,32,10,0.0
Lele Pons,32,10,0.0
Matt Walsh,32,10,0.0
Mauricio Umansky,32,10,0.0
Mira Sorvino,32,10,0.0
Tyson Beckford,32,10,0.0
Jason Mraz,32,11,10.0
Xochitl Gomez,32,11,10.0
Ariana Madix,32,11,9.833333333333334
Charity Lawson,32,11,9.833333333333334
Alyson Hannigan,32,11,8.833333333333334
Adrian Peterson,32,11,0.0
Barry Williams,32,11,0.0
Harry Jowsey,32,11,0.0
Jamie Lynn Spears,32,11,0.0
Lele Pons,32,11,0.0
Matt Walsh,32,11,0.0
Mauricio Umansky,32,11,0.0
Mira Sorvino,32,11,0.0
Tyson Beckford,32,11,0.0
Jason Mraz,32,2,8.0
Xochitl Gomez,32,2,8.0
Charity Lawson,32,2,7.0
Lele Pons,32,2,7.0
Ariana Madix,32,2,6.666666666666667
Alyson Hannigan,32,2,6.333333333333333
Mira Sorvino,32,2,6.0
Tyson Beckford,32,2,6.0
Jamie Lynn Spears,32,2,5.333333333333333
Adrian Peterson,32,2,5.0
Barry Williams,32,2,5.0
Harry Jowsey,32,2,5.0
Mauricio Umansky,32,2,4.0
Matt Walsh,32,2,0.0
Ariana Madix,32,3,8.5
Jason Mraz,32,3,8.5
Charity Lawson,32,3,8.0
Xochitl Gomez,32,3,8.0
Lele Pons,32,3,6.75
Mira Sorvino,32,3,6.5
Barry Williams,32,3,6.25
Alyson Hannigan,32,3,6.0
Harry Jowsey,32,3,6.0
Mauricio Umansky,32,3,5.75
Adrian Peterson,32,3,5.5
Tyson Beckford,32,3,5.0
Jamie Lynn Spears,32,3,0.0
Matt Walsh,32,3,0.0
Xochitl Gomez,32,4,9.0
Ariana Madix,32,4,8.333333333333334
Charity Lawson,32,4,8.0
Jason Mraz,32,4,8.0
Lele Pons,32,4,7.333333333333333
Adrian Peterson,32,4,7.0
Harry Jowsey,32,4,7.0
Mira Sorvino,32,4,7.0
Mauricio Umansky,32,4,6.333333333333333
Alyson Hannigan,32,4,6.0
Barry Williams,32,4,6.0
Jamie Lynn Spears,32,4,0.0
Matt Walsh,32,4,0.0
Tyson Beckford,32,4,0.0
Charity Lawson,32,5,9.333333333333334
Xochitl Gomez,32,5,9.333333333333334
Jason Mraz,32,5,9.0
Ariana Madix,32,5,8.0
Barry Williams,32,5,8.0
Lele Pons,32,5,8.0
Mauricio Umansky,32,5,8.0
Mira Sorvino,32,5,7.333333333333333
Alyson Hannigan,32,5,7.0
Harry Jowsey,32,5,6.0
Adrian Peterson,32,5,0.0
Jamie Lynn Spears,32,5,0.0
Matt Walsh,32,5,0.0
Tyson Beckford,32,5,0.0
Xochitl Gomez,32,6,10.5
Ariana Madix,32,6,10.25
Jason Mraz,32,6,9.75
Charity Lawson,32,6,9.5
Lele Pons,32,6,9.25
Mauricio Umansky,32,6,8.25
Barry Williams,32,6,8.0
Alyson Hannigan,32,6,7.75
Harry Jowsey,32,6,7.25
Adrian Peterson,32,6,0.0
Jamie Lynn Spears,32,6,0.0
Matt Walsh,32,6,0.0
Mira Sorvino,32,6,0.0
Tyson Beckford,32,6,0.0
Ariana Madix,32,7,9.25
Xochitl Gomez,32,7,9.25
Lele Pons,32,7,9.125
Charity Lawson,32,7,9.0
Jason Mraz,32,7,9.0
Alyson Hannigan,32,7,8.75
Barry Williams,32,7,8.125
Harry Jowsey,32,7,8.0
Adrian Peterson,32,7,0.0
Jamie Lynn Spears,32,7,0.0
Matt Walsh,32,7,0.0
Mauricio Umansky,32,7,0.0
Mira Sorvino,32,7,0.0
Tyson Beckford,32,7,0.0
Ariana Madix,32,8,10.5
Xochitl Gomez,32,8,10.0
Charity Lawson,32,8,9.75
Alyson Hannigan,32,8,9.0
Barry Williams,32,8,8.75
Jason Mraz,32,8,8.25
Harry Jowsey,32,8,7.0
Adrian Peterson,32,8,0.0
Jamie Lynn Spears,32,8,0.0
Lele Pons,32,8,0.0
Matt Walsh,32,8,0.0
Mauricio Umansky,32,8,0.0
Mira Sorvino,32,8,0.0
Tyson Beckford,32,8,0.0
Jason Mraz,32,9,10.75
Xochitl Gomez,32,9,10.25
Charity Lawson,32,9,9.5
Ariana Madix,32,9,9.25
Alyson Hannigan,32,9,8.0
Harry Jowsey,32,9,7.5
Adrian Peterson,32,9,0.0
Barry Williams,32,9,0.0
Jamie Lynn Spears,32,9,0.0
Lele Pons,32,9,0.0
Matt Walsh,32,9,0.0
Mauricio Umansky,32,9,0.0
Mira Sorvino,32,9,0.0
Tyson Beckford,32,9,0.0
Chandler Kinney,33,1,7.666666666666667
Dwight Howard ,33,1,7.333333333333333
Joey Graziadei,33,1,7.0
Stephen Nedoroscik,33,1,7.0
Danny Amendola,33,1,6.666666666666667
Jenn Tran,33,1,6.333333333333333
Phaedra Parks,33,1,6.333333333333333
Anna Delvey,33,1,6.0
Brooks Nader,33,1,6.0
Ilona Maher,33,1,6.0
Tori Spelling,33,1,5.666666666666667
Reginald VelJohnson,33,1,5.333333333333333
Eric Roberts,33,1,5.0
Chandler Kinney,33,2,8.0
Dwight Howard ,33,2,7.333333333333333
Joey Graziadei,33,2,7.333333333333333
Stephen Nedoroscik,33,2,7.333333333333333
Danny Amendola,33,2,7.0
Ilona Maher,33,2,7.0
Phaedra Parks,33,2,7.0
Brooks Nader,33,2,6.666666666666667
Jenn Tran,33,2,6.333333333333333
Tori Spelling,33,2,6.333333333333333
Anna Delvey,33,2,5.666666666666667
Eric Roberts,33,2,5.0
Reginald VelJohnson,33,2,5.0
Joey Graziadei,33,3,8.75
Chandler Kinney,33,3,8.625
Jenn Tran,33,3,7.75
Stephen Nedoroscik,33,3,7.75
Brooks Nader,33,3,7.625
Danny Amendola,33,3,7.5
Ilona Maher,33,3,7.0
Phaedra Parks,33,3,7.0
Dwight Howard ,33,3,6.5
Eric Roberts,33,3,5.75
